index,name,artist,uri,mood(s)
995,Das Meeresrauschen und die frische Meeresluft genießen,"Kings of Nature, ",spotify:track:1DPc36Ggkar2hy9E1QniOG,sleep
996,Ocean Waves for Sleep,"Ocean Waves For Sleep, ",spotify:track:1saXdvEAafdRzUphXBzSHg,sleep
997,"Ocean Waves At Wickaninnish Beach, Pacific Rim National Park","Pacific Rim Nature Sounds, ",spotify:track:05nZZFYWuJi1CvB8kesieD,sleep
998,Otter Cove,"Ocean Sounds, ",spotify:track:1SbSyvD2Ws07yK9tfU2gwC,sleep
999,Calming Waves on a Pebble Beach,"Rest & Relax Nature Sounds Artists, ",spotify:track:3wp3xhKeEnKJuEAMx7CFKb,sleep
1000,"Ocean Waves - Pebble Beach in Devon, England","Nature Sounds, ",spotify:track:5yBtUftuqiimdSnpLfJhXh,sleep
1001,Bass Harbor Lighthouse,"Ocean Sounds, ",spotify:track:2c8bFdMva3spUi5N7tho58,sleep
1002,Ocean Surf with Distant Thunder,"Rest & Relax Nature Sounds Artists, ",spotify:track:1HT78mgwnYfqk2XxXcfhnO,sleep
1003,Sea Surf onto Pebble Beach,"Outside Broadcast Recordings, ",spotify:track:2Wqp74I7qW1FVhep9KG9PO,sleep
1004,Ocean Waves Sounds,"Ocean Sounds, ",spotify:track:2QfFLpSGF1T1pY6tq4kD7Z,sleep
1005,"Ocean Waves At Florencia Bay, Pacific Rim National Park","Pacific Rim Nature Sounds, ",spotify:track:2ag8hcgCqHJGyjF3hQQji5,sleep
1006,Oregon Coast Waves for Help Sleeping Through the Night (Toddler Sleep),"Official White Noise Collection, ",spotify:track:1SlZKhRNRaMXYOypR1NfCq,sleep
1007,Ocean Waves,"Rest & Relax Nature Sounds Artists, ",spotify:track:4RL8ouJdFZ58njDqZvpyU1,sleep
1008,Natural White Noise Ocean Waves,"Ocean Waves, ",spotify:track:7xrOKGH1oKSS6VbGIhiydE,sleep
1009,Acadia Stream,"Ocean Sounds, ",spotify:track:2aPJpbW3V7z1ds3g8SDTdC,sleep
1010,Deep Sleep: Waves 1,"Deep Sleep, ",spotify:track:1Vbz6nKsHqDSuSdhHjdmOg,sleep
1011,Pebble Beach,"Echoes Of Nature, ",spotify:track:5gKW3M2R4QSqHWGSXyhwpm,sleep
1012,Einen wundervollen Sturm an der Nordsee genießen,"Kings of Nature, ",spotify:track:2Wx5us8oGfUNFYASFzFm1x,sleep
1013,"Ocean Waves At Long Beach, Pacific Rim National Park","Pacific Rim Nature Sounds, ",spotify:track:1YS25J9pNLFzdTedykiUPX,sleep
1014,Den harmonischen Abendausklang am Meer genießen,"Kings of Nature, ",spotify:track:03recGE2o6wk7ahS6FkdDn,sleep
1015,Einen herrlichen Strandspaziergang am Morgen genießen,"Kings of Nature, ",spotify:track:1LaqZQFMyaUkAFydsPUPsv,sleep
1016,Light of the Seven,"Ramin Djawadi, ",spotify:track:6iLzFJhs4ATwJn7P1utZIJ,sleep
1017,Patience,"The Lumineers, ",spotify:track:5xxqxlolNTVsPwSqaltfZm,sleep
1018,Dancing On My Own - Instrumental,"Calum Scott, ",spotify:track:3DnkZYlSQVqR7CegWLaINT,sleep
1019,The Twins (Prague),"Max Richter, ",spotify:track:6uGPnUbMpNFQ4nAkBri4HF,sleep
1020,Talk!,"Lambert, ",spotify:track:1buLhNdLSkgSyAasZfRAvv,sleep
1021,Once Upon a December (from Anastasia),"Emile Pandolfi, ",spotify:track:2PCTrOWob0vs0io6pfGOYS,sleep
1022,Danse,"Dirk Maassen, ",spotify:track:3QeFvemdDmJN2IG7SioZrq,sleep
1023,Eleonora,"Oskar Schuster, ",spotify:track:7MgDzfaht4ehkcvPW6l6yj,sleep
1024,Singur,"Oskar Schuster, ",spotify:track:2cXtGVoHXIRvY0sWEZcoV3,sleep
1025,Casa,"Jean-Michel Blais, ",spotify:track:37lacae8kqGisrm8RuJK5y,sleep
1026,Bangarang,"TheUnsungHeroine, ",spotify:track:1MIqlbRmn5RxSJPvkyiIIt,sleep
1027,A Tale from the Past,"Maxence Cyrin, ",spotify:track:3siUs9hIIxOoYlBVCBOXc8,sleep
1028,All Our Days,"Stefano Guzzetti, ",spotify:track:0OUKX4FPkY6b4MpH2pNM8H,sleep
1029,Atlantico,"Roberto Cacciapaglia, ",spotify:track:4zZj11smhpOntZlP6S9xj0,sleep
1030,Life Story,"Ólafur Arnalds, Nils Frahm, ",spotify:track:4p0HLtImbaIWWz2tZFm1cD,sleep
1031,She,"Chad Lawson, ",spotify:track:1kk79934lKSmpEYzQC0uZx,sleep
1032,Time Has Changed,"Federico Albanese, ",spotify:track:3IRfHNTDkqaXGLXaRXiGXX,sleep
1033,Morning,"Hauschka, ",spotify:track:5Iu5WSN1HcB0x8NGxBfARp,sleep
1034,"So Close, So Far","Dustin O'Halloran, ",spotify:track:2oDyGH7wA9lXhSCryB8H2e,sleep
1035,this was written by hand,"David Lang, Andrew Zolinsky, ",spotify:track:4miuADB2k5I55t7NeAnxKu,sleep
1036,To Sleep for a New Day,"Stefano Guzzetti, ",spotify:track:4B8V40EZHyRu8aT2z7xbKR,sleep
1037,September,"Giles Lamb, ",spotify:track:6VhDkTs7GsFVkivNKYZkXI,sleep
1038,So Far,"Hauschka, ",spotify:track:4mV5rJjQAbMjlSW3BRtr8U,sleep
1039,Siegfried Idyll,"Howard Shore, Lang Lang, ",spotify:track:7oODXcRc9w9TZe2ENlEHY1,sleep
1040,Six Etudes for Piano - q = 132,"Philip Glass, Bruce Brubaker, ",spotify:track:5AdFDzY5KY8RehHWVL0010,sleep
1041,Night,"Ludovico Einaudi, Amsterdam Sinfonietta, ",spotify:track:1theT4wIbPitjIglidXPL1,sleep
1042,Dawn,"Jean-Yves Thibaudet, ",spotify:track:2k2MprlqkmDMKKOOWGREzW,sleep
1043,"Summer Nursery Rhyme, No. 2","Yann Tiersen, ",spotify:track:6POheCDFPmnlAvO0ZWhOJN,sleep
1044,Jenny's Theme,"Various Artists, ",spotify:track:5R30E3Y9smzdJeGfAlFaST,sleep
1045,Scary Monsters and Nice Sprites,"TheUnsungHeroine, ",spotify:track:5S4pYmxXY2etvuSgBwm01v,sleep
1046,"Piano Sonata No. 14 in C-Sharp Minor, ""Moonlight"": I. Adagio sostenuto","Ludwig van Beethoven, Jenő Jandó, ",spotify:track:4CqPmyQnDruHlT6AGrAFna,sleep
1047,Chopin : Nocturne No.2 in E flat major Op.9 No.2,"Frédéric Chopin, Elisabeth Leonskaja, ",spotify:track:0KOcp0WL3WLZ5mvOWLN2L1,sleep
1048,Haiku,"Stefano Guzzetti, ",spotify:track:0AJSqBtdFhbd4AwsEoAJOU,sleep
1049,Naval,"Yann Tiersen, ",spotify:track:69UGm9BuoiJBEaNzNMZBUb,sleep
1050,Fantasien op. 116: Intermezzo: Adagio,"Johannes Brahms, Martin Tchiba, ",spotify:track:1ipJdiNMjgvfAilddGT9sI,sleep
1051,Barcarolle,"Stephen Warbeck, ",spotify:track:5WkpylN4JuGKDchg2rg7do,sleep
1052,Tracce,"Ludovico Einaudi, ",spotify:track:0854wS2yN62O9vzCGwi0vw,sleep
1053,2 Arabesques: No. 1 in E Major,"Claude Debussy, Klara Kormendi, ",spotify:track:11N5j12dwsKRZvhVxqgQ5y,sleep
1054,The Promise,"Michael Nyman, ",spotify:track:53ann6bENp7BF8uklrzQAp,sleep
1055,"Adagio In B Minor, K.540","Wolfgang Amadeus Mozart, Vladimir Horowitz, ",spotify:track:4xerj5DqDRBmh0i3IApvC8,sleep
1056,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto","Ludwig van Beethoven, Jenő Jandó, ",spotify:track:5t0E9V1RiHBflzs71pfGGG,sleep
1057,Explosions in a Four Chambered Heart,"Moon Ate the Dark, ",spotify:track:6fzFysA60YMEtdf1C5f6Ji,sleep
1058,Rap God,"Eminem, ",spotify:track:6or1bKJiZ06IlK0vFvY75k,workout
1059,Panda,"Desiigner, ",spotify:track:5YEOzOojehCqxGQCcQiyR4,workout
1060,Purple Lamborghini (with Rick Ross),"Skrillex, Rick Ross, ",spotify:track:6JyuJFedEvPmdWQW0PkbGJ,workout
1061,Chill Bill REMIX,"Rob $tone, D.R.A.M., Denzel Curry, Cousin Stizz, ",spotify:track:2Vo3sVSCltAaYU1u0f9ASz,workout
1062,Mercy.1,"Kanye West, Big Sean, Pusha T, 2 Chainz, ",spotify:track:3U8Ev1gISsx6O1uwpsttOD,workout
1063,You Can't Stop Me,"Andy Mineo, ",spotify:track:6q8Pt6fy2yFVoOxyRdo1Ck,workout
1064,Five Hours,"Deorro, ",spotify:track:6r7FXNO57mlZCBY6PXcZZT,workout
1065,All The Way Up (Remix),"Fat Joe, Remy Ma, JAY Z, French Montana, InfaRed, ",spotify:track:2AYTGaclgKXACh13nJRVcV,workout
1066,Thunderstruck,"AC/DC, ",spotify:track:57bgtoPSgt236HzfBOd8kj,workout
1067,Bass Drops,"Hard Driver, ",spotify:track:5prhsyUrX4ddptcpgszq9H,workout
1068,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),"Kid Cudi, MGMT, Ratatat, ",spotify:track:5PX4uS1LqlWEPL69phPVQQ,workout
1069,Forever,"Drake, Kanye West, Lil Wayne, Eminem, ",spotify:track:6HSqyfGnsHYw9MmIpa9zlZ,workout
1070,Last Resort,"Papa Roach, ",spotify:track:5eek2X5459T1HoYJk2CKXv,workout
1071,Burnin,"Calvin Harris, R3hab, ",spotify:track:5lByoyTJti3jYo22bLQKOH,workout
1072,The Drop,"Bro Safari, ",spotify:track:51hSi1p7g2KdXg7fJA1Hgp,workout
1073,Put On,"Jeezy, Kanye West, ",spotify:track:5dANgSy7v091dhiPnEXNrf,workout
1074,A Milli,"Lil Wayne, ",spotify:track:6ScJMrlpiLfZUGtWp4QIVt,workout
1075,We Own It (Fast & Furious),"2 Chainz, Wiz Khalifa, ",spotify:track:00QyLmjxaSEE8qIZQjBXBj,workout
1076,Grindin',"NF, Marty, ",spotify:track:3m6HMeFX6GIlGPMBcLEN6t,workout
1077,One Step Closer,"Linkin Park, ",spotify:track:3K4HG9evC7dg3N0R9cYqk4,workout
1078,'Till I Collapse,"Eminem, Nate Dogg, ",spotify:track:4xkOaSrkexMciUUogZKVTS,workout
1079,Numb/Encore,"JAY Z, Linkin Park, ",spotify:track:7dyluIqv7QYVTXXZiMWPHW,workout
1080,Down With The Sickness,"Disturbed, ",spotify:track:4ImIJRZNJhNQLLdUFSYJoS,workout
1081,POWER,"Kanye West, ",spotify:track:2gZUPNdnz5Y45eiGxpHGSc,workout
1082,Smells Like Teen Spirit,"Nirvana, ",spotify:track:5ghIJDpPoe3CfHMGu71E6T,workout
1083,Ima Boss - feat. Rick Ross,"Meek Mill, ",spotify:track:7sjwaBQ6M3aVigYfBjm1sL,workout
1084,Notorious Thugs - feat. Bone Thugs and Harmony Explicit,"The Notorious B.I.G., ",spotify:track:1ozdRCYFVt8Ui0dba1520D,workout
1085,Welcome To The Jungle,"Guns N' Roses, ",spotify:track:5NIPsWpDjJTFBoPxCUUeXp,workout
1086,Tempo,"KB, ",spotify:track:31EdJlJr0myVrjSzv8hKG0,workout
1087,My Way,"Limp Bizkit, ",spotify:track:3DF17N6yAMclqZo0OszOjC,workout
1088,Propaganda,"DJ Snake, ",spotify:track:6K4G5cDtvIdTAjwNSpylMB,workout
1089,Patiently Waiting,"50 Cent, Eminem, ",spotify:track:3ORfa5ilEthp2U0TRcv7kv,workout
1090,Wild for the Night,"A$AP Rocky, Skrillex, Birdy Nam Nam, Lord Flacko, ",spotify:track:22Mme5vsZ688TMUieIHdx3,workout
1091,Enter Sandman,"Metallica, ",spotify:track:1hKdDCpiI9mqz1jVHRKG0E,workout
1092,Lose Yourself - Soundtrack Version,"Eminem, ",spotify:track:5Z01UMMf7V1o0MzF86s6WJ,workout
1093,Looking Down the Barrel of Today,"Hatebreed, ",spotify:track:5hQfs9spSyXUavvPe7jmgn,workout
1094,Hate Me Now,"Nas, Diddy, ",spotify:track:158DIbrVt4YbqNnWyRCS3P,workout
1095,Look Alive - Remix,"Rae Sremmurd, Migos, ",spotify:track:7a9QBLlQOunA6KvPcVDIMt,workout
1096,Champions,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner, ",spotify:track:2nBI3iWLhupR7LyAJ5GGkE,workout
1097,Blood On The Leaves,"Kanye West, ",spotify:track:42GcjriRK6srwHkfbkBqVl,workout
1098,California Love - Original Mix (Explicit),"2Pac, Roger, Dr. Dre, ",spotify:track:3djNBlI7xOggg7pnsOLaNm,workout
1099,Flashlight - Original Mix,"R3hab, Deorro, ",spotify:track:0WeF2Avp91o78EiEfxHPrw,workout
1100,Dirty Deeds Done Dirt Cheap,"AC/DC, ",spotify:track:2d4e45fmUnguxh6yqC7gNT,workout
1101,Regulate,"Warren G, Nate Dogg, ",spotify:track:7nYvUtkQMx1v80S2FH2s9J,workout
1102,Antidote,"Travi$ Scott, ",spotify:track:1wHZx0LgzFHyeIZkUydNXq,workout
1103,Lockjaw,"French Montana, Kodak Black, ",spotify:track:7iaw359G2XT14uTfV9feip,workout
1104,Feel Invincible,"Skillet, ",spotify:track:2r4DozzHauSjM6NJ7szgVC,workout
1105,F*ckwithmeyouknowigotit,"JAY Z, Rick Ross, ",spotify:track:3PBC860LAeS4utDAqlqIe2,workout
1106,m.A.A.d city,"Kendrick Lamar, MC Eiht, ",spotify:track:439TlnnznSiBbQbgXiBqAd,workout
1107,You Be Killin Em,"Fabolous, ",spotify:track:5I6YA7oHtraxwWQzzCugDt,workout
1108,My Way,"Calvin Harris, ",spotify:track:1vvNmPOiUuyCbgWmtc6yfm,"party, workout"
1109,Perfect Illusion,"Lady Gaga, ",spotify:track:66dMATdBD3yBL8RjoGVuxf,"party, workout"
1110,Let Me Love You,"DJ Snake, Justin Bieber, ",spotify:track:0lYBSQXN6rCTvUZvg9S0lU,"party, workout"
1111,In the Name of Love,"Martin Garrix, Bebe Rexha, ",spotify:track:23L5CiUhw2jV1OIMwthR3S,"party, workout"
1112,Ain't My Fault,"Zara Larsson, ",spotify:track:4nA0biSjtvOL41Hd9MBXqR,"party, workout"
1113,Treat You Better,"Shawn Mendes, ",spotify:track:1mSlftOO1dlDRXAyOE0Sbd,"party, workout"
1114,Let Me Hold You (Turn Me On),"Cheat Codes, Dante Klein, ",spotify:track:72xvRETEsd5hS1RfduciRi,"party, workout"
1115,The Greatest,"Sia, Kendrick Lamar, ",spotify:track:3XIIOCu6B8PuGq5j61asEM,"party, workout"
1116,Say It (feat. Tove Lo),"Flume, Tove Lo, ",spotify:track:217xrcrbBtgJhvlHicxTSH,"party, workout"
1117,Blow Your Mind (Mwah),"Dua Lipa, ",spotify:track:7kJlTKjNZVT26iwiDUVhRm,"party, workout"
1118,Hymn For The Weekend - Seeb Remix,"Coldplay, Seeb, ",spotify:track:6s3GEN8wK0OMzzzZbXj0fu,"party, workout"
1119,Alarm,"Anne-Marie, ",spotify:track:0OwX5aROoW1Iip8FV51Efg,"party, workout"
1120,Cold Water,"Major Lazer, Justin Bieber, MØ, ",spotify:track:7zsXy7vlHdItvUSH8EwQss,"party, workout"
1121,Capsize,"FRENSHIP, Emily Warren, ",spotify:track:3GBlLqIYgB8zWaeWDNJzdh,"dinner, workout"
1122,Final Song,"MØ, ",spotify:track:4qqArAiTPueDxIp7cf87h7,"party, workout"
1123,Starving,"Hailee Steinfeld, Grey, Zedd, ",spotify:track:4Ce37cRWvM1vIGGynKcs22,"party, workout"
1124,Summer Heat - Radio Mix,"Solidisco, ",spotify:track:1qnveWkOeefToJrPGWRlDg,"party, workout"
1125,Closer,"The Chainsmokers, Halsey, ",spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,"party, workout"
1126,LUV,"Tory Lanez, ",spotify:track:52wTKeWYVIAtSESw0haRB1,"party, workout"
1127,In My Mind,"Maty Noyes, ",spotify:track:0ckCyt1ghA2YpcLRm1q68s,"party, workout"
1128,This Is What You Came For,"Calvin Harris, Rihanna, ",spotify:track:0azC730Exh71aQlOt9Zj3y,"party, workout"
1129,Come First,"Terror Jr, ",spotify:track:5GQBDz6S6KuurT5GXFtfiV,"party, workout"
1130,Cool Girl,"Tove Lo, ",spotify:track:6vJ0Fezf6Etha2C4H21FKO,"party, workout"
1131,Perfect Strangers,"Jonas Blue, JP Cooper, ",spotify:track:1Te8WIfLudxjHTr66BL0JK,"party, workout"
1132,Don't Let Me Down,"The Chainsmokers, Daya, ",spotify:track:1i1fxkWeaMmKEB4T7zqbzK,"party, workout"
1133,Fresh Eyes,"Andy Grammer, ",spotify:track:4nMlau89VAjmV7agkl7OY3,workout
1134,Too Good,"Drake, Rihanna, ",spotify:track:7fJtPlEZKxu6gvkfBFc5tW,"party, workout"
1135,Whole Heart,"Gryffin, Bipolar Sunshine, ",spotify:track:4Z1t1aMRif8ES212kTN8H2,"party, workout"
1136,Aloha,"Møme, Merryn Jeann, ",spotify:track:4uNDs2TBsv2KX9b4LIxfdt,"party, workout"
1137,False Alarm,"Matoma, Becky Hill, ",spotify:track:5jJnlACnwFvyqNXmUZu8Nd,"party, workout"
1138,Side To Side,"Ariana Grande, Nicki Minaj, ",spotify:track:1pKeFVVUOPjFsOABub0OaV,"party, workout"
1139,The Ocean,"Mike Perry, Shy Martin, ",spotify:track:2CPqh63wRVscbceKcPxwvv,"party, workout"
1140,Body Say,"Demi Lovato, ",spotify:track:7xrA11O07xo57Bbg6p4hck,"party, workout"
1141,Scars To Your Beautiful,"Alessia Cara, ",spotify:track:0prNGof3XqfTvNDxHonvdK,"party, workout"
1142,Kings of Summer (feat. Quinn XCII) - Single Version,"ayokay, Quinn XCII, ",spotify:track:4Tid4MwqgR1CfKCun3tFon,"party, workout"
1143,This Girl (Kungs Vs. Cookin' On 3 Burners),"Kungs, Cookin' On 3 Burners, ",spotify:track:3YlrH4ydAKkxuej6F4Nnkl,"party, workout"
1144,Invitation (feat. Yade Lauren),"Yellow Claw, Yade Lauren, ",spotify:track:5t5e19EoXJGGt3l6XNnRgx,"party, workout"
1145,Into You,"Ariana Grande, ",spotify:track:2meEiZKWkiN28gITzFwQo5,"party, workout"
1146,Kids,"OneRepublic, ",spotify:track:4KH2V5CGcMeWFI7AciTmbZ,"party, workout"
1147,The Half,"DJ Snake, Jeremih, Young Thug, Swizz Beatz, ",spotify:track:69bDRy5MeWQl1lNeEJQIBE,workout
1148,F*** Apologies. (feat. Wiz Khalifa),"JoJo, Wiz Khalifa, ",spotify:track:5Y1ubF8BzG4x3Jbmu8W48i,workout
1149,Alone,"Marshmello, ",spotify:track:12mGwph2YzDIlChtq3EdXP,"party, workout"
1150,Something Wrong,"Timeflies, ",spotify:track:2bvJM2iIdMlWEG9lk8dxxw,"party, workout"
1151,Be As You Are - JordanXL Remix,"Mike Posner, ",spotify:track:4QPDhJZOme7hpreUuOSLWE,"party, workout"
1152,Nervous - The Ooh Song: Mark McCabe Remix,"Gavin James, Mark McCabe, ",spotify:track:5FoYSQF0IaVwS6M9mlk6C4,workout
1153,WILD - Young Bombs Remix,"Troye Sivan, Alessia Cara, Young Bombs, ",spotify:track:1Vr0QupON4oPqAc2yqnfjF,"party, workout"
1154,Burn Brighter,"Pavlova, ",spotify:track:3WG7UMFxPC9MWbxhJIv4lN,"party, workout"
1155,Mercy,"Shawn Mendes, ",spotify:track:1oHCgpheYhmhQbhCmbhpWn,"party, workout"
1156,Broccoli,"D.R.A.M., Lil Yachty, ",spotify:track:0qy5D3OJre7SPJNMOL9I71,workout
1157,Can't Hide,"Whethan, Ashe, ",spotify:track:5tEpnGqXId2Tb4f5gDOoTc,workout
1158,Miss You,"James Hersey, ",spotify:track:6giHzoNmL0kwyBZAXGIIc2,workout
1159,LIFTED,"CL, ",spotify:track:2poiceiOgHN4oH0fKwvwNY,workout
1160,Bikini Body,"Dawin, R. City, ",spotify:track:0mM39ptTtRKkeSfwsFKFxt,"party, workout"
1161,Arigato,"Julie Bergan, ",spotify:track:4XuK9jJP3mpYBq5qf68vfF,workout
1162,Higher,"Carly Rae Jepsen, ",spotify:track:3MXDEDLmQPSQvoyJIYbIp3,workout
1163,Broken,"Tritonal, Jenaux, Adam Lambert, ",spotify:track:3NpncOG0HgkKbMAF8DTCma,workout
1164,"All of Me (feat. Logic, ROZES)","Big Gigantic, Logic, ROZES, ",spotify:track:2M71Inc9camxaIGtmQ6I87,"party, workout"
1165,Be Like You,"CVBZ, ",spotify:track:1w59KTZidiW3NN0FA7xVGZ,workout
1166,Crazy Love,"Audien, Deb’s Daughter, ",spotify:track:1gwwNLcYQRnzvkBhwDjUX3,workout
1167,1st Day Out Tha Feds,"Gucci Mane, ",spotify:track:7loXv8g9YbDzxfAFENqTdr,workout
1168,Panda,"Desiigner, ",spotify:track:275a9yzwGB6ncAW4SxY7q3,workout
1169,One Dance,"Drake, Wiz Kid, Kyla, ",spotify:track:12VWzyPDBCc8fqeWCAfNwR,workout
1170,All The Above [feat. T-Pain],"Maino, T-Pain, ",spotify:track:26s6GvXbqzScD91ZWfXpEv,workout
1171,Trophies,"Young Money, Drake, ",spotify:track:6HfOzLLjsaXsehIFEsrxTk,workout
1172,Remember The Name (feat. Styles Of Beyond),"Fort Minor, Styles Of Beyond, ",spotify:track:7vwkKw2Xd7Pks1X712Au0T,workout
1173,0 To 100 / The Catch Up,"Drake, ",spotify:track:4jtyUzZm9WLc2AdaJ1dso7,workout
1174,X Gon' Give It To Ya,"DMX, ",spotify:track:6uP0XLqjRqFx8HAfesdcAg,workout
1175,Calm Down,"G-Eazy, ",spotify:track:7xq3uN2toVZ8IbNzfTucyJ,workout
1176,Ni**as In Paris,"JAY Z, Kanye West, ",spotify:track:2Zb7wnGUnNPCas2E0wWSQ5,workout
1177,Break Ya Neck,"Busta Rhymes, ",spotify:track:0svl7cK07gK1ia5ainczU5,workout
1178,Bring Em Out,"T.I., ",spotify:track:7u6aTzXw1JtiK5sr7XctFs,workout
1179,New Level,"A$AP Ferg, Future, ",spotify:track:2UpE67vxExuI88pqqUqqki,workout
1180,Guwop Home (feat. Young Thug),"Gucci Mane, Young Thug, ",spotify:track:1b7x1A14lkK1XvjzIgChTV,workout
1181,Back To Back,"Drake, ",spotify:track:5lFDtgWsjRJu8fPOAyJIAK,workout
1182,Love Sosa,"Chief Keef, ",spotify:track:4IowQDUOzUvNtp72HMDcKO,workout
1183,Hercules,"Young Thug, ",spotify:track:5MD2QLnFM2ChpKAh33z0zr,workout
1184,In Da Club,"50 Cent, ",spotify:track:4RY96Asd9IefaL3X4LOLZ8,workout
1185,No Hands [feat. Roscoe Dash and Wale],"Waka Flocka Flame, ",spotify:track:03tqyYWC9Um2ZqU0ZN849H,workout
1186,Down In the DM,"Yo Gotti, ",spotify:track:1LxKKYsJNPeBdOwdudsJzv,workout
1187,6 Foot 7 Foot,"Lil Wayne, Cory Gunz, ",spotify:track:0z5ZPs57J2KERwM1tBM2GF,workout
1188,Low Life,"Future, The Weeknd, ",spotify:track:7EiZI6JVHllARrX9PUvAdX,workout
1189,Don't Mind,"Kent Jones, ",spotify:track:27PmvZoffODNFW2p7ehZTQ,workout
1190,Make It Rain,"Fat Joe, Lil Wayne, ",spotify:track:33xkluXIA6S1V50MMrhESR,workout
1191,Put On,"Jeezy, Kanye West, ",spotify:track:5bh0ZC4XO0VJuH0NPGkqlH,workout
1192,Fight Night,"Migos, ",spotify:track:2n5gVJ9fzeX2SSWlLQuyS9,workout
1193,All The Way Up,"Fat Joe, Remy Ma, French Montana, InfaRed, ",spotify:track:61QSuw5VlC0LTS8WMO356g,workout
1194,Ain't No Time,"Future, ",spotify:track:55fA0W0L1GqJRfZ7HLrf6O,workout
1195,I Don't Get Tired (#IDGT) [feat. August Alsina],"Kevin Gates, ",spotify:track:6HMHgBHdLBQ0QYIaOp2gse,workout
1196,Bugatti,"Ace Hood, Future, Rick Ross, ",spotify:track:0uFvvXbmGIXlf5ZgtHyYpf,workout
1197,In My Room (feat. Ty Dolla $ign & Tyga),"Yellow Claw, DJ Mustard, Ty Dolla $ign, Tyga, ",spotify:track:1xQv4unOladJFtLUOy2eb7,workout
1198,Hard In Da Paint,"Waka Flocka Flame, ",spotify:track:3XQY8kDjI8LARMIC9xkxQk,workout
1199,Clique,"Kanye West, JAY Z, Big Sean, ",spotify:track:7eW9cHOAHmYqphs5tWXETw,workout
1200,I Like Tuh,"Carnage, ILoveMakonnen, ",spotify:track:07oiSjg6TiehyOS3pRJo0l,workout
1201,Hands On The Wheel,"ScHoolboy Q, A$AP Rocky, ",spotify:track:2kfpH2OAAdpk5J3JaraAIh,workout
1202,Big Rings,"Drake, Future, ",spotify:track:7jslhIiELQkgW9IHeYNOWE,workout
1203,Ride Out,"Kid Ink, Tyga, Wale, YG, Rich Homie Quan, ",spotify:track:59PL9AwYjIrIpP04n9gmMR,workout
1204,Pipe It Up,"Migos, ",spotify:track:6eBrlbv2HMYcldwjoMWIrC,workout
1205,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz, ",spotify:track:4qikXelSRKvoCqFcHLB2H2,workout
1206,2 Phones,"Kevin Gates, ",spotify:track:0wdKiSBUT7aZkXUIdJWcwC,workout
1207,No Role Modelz,"J. Cole, ",spotify:track:62vpWI1CHwFy7tMIcSStl8,workout
1208,Lemonade,"Gucci Mane, ",spotify:track:6rUcS9i07F6okIe8wujs5J,workout
1209,Go Get It,"T.I., ",spotify:track:7ezdJlanRMlE429QOud5x5,workout
1210,Bank Rolls - Remix,"Tate Kobang, ",spotify:track:2IuWB214OCchhPrBK8OtIR,workout
1211,G.O.M.D.,"J. Cole, ",spotify:track:16qYlQ6koFxYVbiJbGHblz,workout
1212,Where Ya At,"Future, Drake, ",spotify:track:5nN8BwAQDJDguq7Dpd3JQQ,workout
1213,Jumpman,"Drake, Future, ",spotify:track:27GmP9AWRs744SzKcpJsTZ,workout
1214,King Sh*t,"Yo Gotti, T.I., ",spotify:track:0cWmYmQ7OjAKiNnH7qtLKk,workout
1215,"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""","Juicy J, Wiz Khalifa, Ty Dolla $ign, Madsonik, Kill The Noise, ",spotify:track:7zBQRGpYImAdIZc97FNj3V,workout
1216,All Of The Lights,"Kanye West, ",spotify:track:1XvHiCTd0MDb16S8bQNl74,workout
1217,Ballin Out,"French Montana, Jeremih, Diddy, ",spotify:track:7KLZZq0t3jS6bcP64rCbwg,workout
1218,F**kin' Problems,"A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar, ",spotify:track:4c7mwtU8HGuLUVqRX5HU7F,workout
1219,Who Gon Stop Me,"JAY Z, Kanye West, ",spotify:track:3U9yv46nVSn3PkLsVcNIcA,workout
1220,Bad Ass,"Kid Ink, Meek Mill, Wale, ",spotify:track:2eDx6jvLkVuaj48RwF6FOB,workout
1221,Don't Like.1,"Kanye West, Chief Keef, Pusha T, Big Sean, Jadakiss, ",spotify:track:0r9fi2sGPKFSCGIKKGrXzM,workout
1222,Black Skinhead,"Kanye West, ",spotify:track:1ce3DvvGQn6hY2LMGMLCr5,workout
1223,Jungle - Remix,"X Ambassadors, Jamie N Commons, JAY Z, ",spotify:track:3CqVYchL88Qgtvpa1N24Aa,workout
1224,Red Nation,"The Game, Lil Wayne, ",spotify:track:4ueRxd0tx3rWqm92hgNS1R,workout
1225,Ray Ban Vision ft. Cyhi Da Prynce,"A-Trak, Cyhi Da Prynce, ",spotify:track:1YiVaUok5NklFW7CCvA3T6,workout
1226,Drop The World,"Lil Wayne, Eminem, ",spotify:track:3e21cX0CVwzkQXiHz7WUQZ,workout
1227,Send It Up,"Kanye West, ",spotify:track:3RKblQNJs8HPvWBgXmq6nn,workout
